tir,vpn,vpn_ajuste
0.302677303,275399291.1,275.3992911
0.217434019,270956511.2,270.9565112
0.341988743,270776250.4,270.7762504
0.426772617,275240399.1,275.2403991
0.254193485,273923541.1,273.9235411
0.206554171,268621350.2,268.6213502
0.494719571,274013297,274.013297
0.156976039,278188063.4,278.1880634
0.154097132,277059204.6,277.0592046
0.270512011,270710951.8,270.7109518
0.385977775,273256220.9,273.2562209
0.215552553,274048123.4,274.0481234
0.224937788,273017433.3,273.0174333
0.285829469,276483968.6,276.4839686
0.429427987,273950684.4,273.9506844
0.18987196,275721052.5,275.7210525
0.28099535,279031431.9,279.0314319
0.402056268,274758884.4,274.7588844
0.402522154,273391816.1,273.3918161
0.327768188,276515500.2,276.5155002
0.160318144,274987497.9,274.9874979
0.139409646,274271155.9,274.2711559
0.201146206,271576074.3,271.5760743
0.287898252,272019934.3,272.0199343
0.379711938,277596364.4,277.5963644
0.236728215,277147703.9,277.1477039
0.304670488,275244333.8,275.2443338
0.281390753,276799294.1,276.7992941
0.335240675,276211001.2,276.2110012
0.274951519,276481226.5,276.4812265
0.372339341,274094519,274.094519
0.171377785,271773173.4,271.7731734
0.139455728,269525343.5,269.5253435
0.183854419,273489459.3,273.4894593
0.267154202,273758536.3,273.7585363
0.089371102,273983464.3,273.9834643
0.432943082,273813147.2,273.8131472
0.231426495,273060996.3,273.0609963
0.31171317,273575929.7,273.5759297
0.36934222,272460824.4,272.4608244
0.223725856,271133022.9,271.1330229
0.449013701,278739631.8,278.7396318
0.450277128,273108568.1,273.1085681
0.305007578,274500855.9,274.5008559
0.338876901,274446650.3,274.4466503
0.375309991,271398381.5,271.3983815
0.355016005,279038584.1,279.0385841
0.348150594,273710330.8,273.7103308
0.29578886,273965383.5,273.9653835
0.425373416,272910956.4,272.9109564
0.218891152,274621668.7,274.6216687
0.261659582,274778951.9,274.7789519
0.495393815,272597952.1,272.5979521
0.473068137,273566753.8,273.5667538
0.368287629,274313541,274.313541
0.199860917,273686635.7,273.6866357
0.326127379,277947745.6,277.9477456
0.368577115,277963418.7,277.9634187
0.271031072,273055123.8,273.0551238
0.263808595,271448234.9,271.4482349
0.059872485,275021468.3,275.0214683
0.484322402,273095766.4,273.0957664
0.270796122,275172351.2,275.1723512
0.307707619,269160644.5,269.1606445
0.110745737,273711237.8,273.7112378
0.193876958,278268546.2,278.2685462
0.158048378,269944961.3,269.9449613
0.373761725,275999817.2,275.9998172
0.212249129,274565660,274.56566
0.401041238,278873157.5,278.8731575
0.340902271,274393327.4,274.3933274
0.271180727,276691189.5,276.6911895
0.304610042,277234213.1,277.2342131
0.330750304,272787519.4,272.7875194
0.213224049,271381673.4,271.3816734
0.324533237,272090261.2,272.0902612
0.138498152,276226871.5,276.2268715
0.184172381,275079475.5,275.0794755
0.265816626,272542462.9,272.5424629
0.33628637,272100183.3,272.1001833
0.200613927,273374219.3,273.3742193
0.270408725,275742502.4,275.7425024
0.174180247,274720036.4,274.7200364
0.39748358,276043800.2,276.0438002
0.364432852,273237381.3,273.2373813
0.331275858,276325248.8,276.3252488
0.390400788,278119833,278.119833
0.219968439,275116060.2,275.1160602
0.096068093,272307129.2,272.3071292
0.582325973,277952122.8,277.9521228
0.285411564,275932468.4,275.9324684
0.313246168,274857383.6,274.8573836
0.306526837,274572100.6,274.5721006
0.374336628,272427926.4,272.4279264
0.180465788,271346684.6,271.3466846
0.363135398,275752174.1,275.7521741
0.393142233,276771873,276.771873
0.167458174,272018113.8,272.0181138
0.329891124,277059180.3,277.0591803
0.30111194,271324456.7,271.3244567
0.254790803,274654036.6,274.6540366
0.23972,275514521.9,275.5145219
0.246841862,276128520.1,276.1285201
0.342560642,272452354.9,272.4523549
0.294409947,272693499,272.693499
0.350021834,277772884.2,277.7728842
0.419424898,275215964,275.215964
0.218941689,276489375.4,276.4893754
0.333675253,270833465.3,270.8334653
0.310961526,275593481.1,275.5934811
0.348256366,276976512.9,276.9765129
0.316917173,275124495.7,275.1244957
0.456422709,272055820.2,272.0558202
0.285596441,277547327,277.547327
0.206897439,272435752.7,272.4357527
0.405282812,274040385.4,274.0403854
0.30965827,271419212.3,271.4192123
0.228512517,281433858.8,281.4338588
0.326563861,277863028.7,277.8630287
0.266554499,274207355.6,274.2073556
0.533815008,274251251.4,274.2512514
0.338699579,273336615.3,273.3366153
0.32254198,268807604.7,268.8076047
0.451665646,271912398.8,271.9123988
0.271781865,278618731.2,278.6187312
0.34550242,276600489.5,276.6004895
0.33908305,274506773.7,274.5067737
0.389760424,275115419.1,275.1154191
0.159852893,271091305.4,271.0913054
0.087906541,272349694.8,272.3496948
0.279250543,268484206.4,268.4842064
0.217505658,272408938.4,272.4089384
0.266592626,277291531.2,277.2915312
0.191160168,273521063.9,273.5210639
0.234705463,274431088.9,274.4310889
0.502284861,274562911.3,274.5629113
0.276030779,271610900.9,271.6109009
0.183562426,274696727.4,274.6967274
0.115956087,269753094,269.753094
0.370080453,274497918.9,274.4979189
0.286874733,274080132.8,274.0801328
0.313140769,278117147.3,278.1171473
0.308118861,273310960.4,273.3109604
0.397074472,279135355.6,279.1353556
0.289816156,274656441.7,274.6564417
0.174009613,274597554,274.597554
0.24227659,270277375.3,270.2773753
0.28595391,273298611.6,273.2986116
0.393363851,273963462.4,273.9634624
0.344016003,275989529.6,275.9895296
0.303408437,273477039.6,273.4770396
0.393163937,269324498.4,269.3244984
0.341999061,272198402.1,272.1984021
0.317456501,275999200.7,275.9992007
0.268857885,275512923.2,275.5129232
0.27874449,275084233.8,275.0842338
0.287812273,271165661.9,271.1656619
0.14823385,267331013.8,267.3310138
0.322326112,269353339.2,269.3533392
0.28956658,272945778.9,272.9457789
0.352367211,273667413.8,273.6674138
0.161125561,275030406.8,275.0304068
0.357069582,276185656.1,276.1856561
0.388538081,269432136.5,269.4321365
0.213735111,274723310.9,274.7233109
0.473890007,272005320.4,272.0053204
0.268607033,275368458.8,275.3684588
0.154322339,275368217.6,275.3682176
0.473655794,274667305,274.667305
0.297854212,275928391.7,275.9283917
0.541882602,274891915.9,274.8919159
0.228739193,273657945,273.657945
0.206219439,271669202.7,271.6692027
0.350242367,276127186.8,276.1271868
0.418275661,277452852.2,277.4528522
0.338778893,270799378.2,270.7993782
0.417987562,273462496.2,273.4624962
0.377273879,266051513.5,266.0515135
0.082575142,276036307.6,276.0363076
0.127941299,278306624.9,278.3066249
0.49140808,273238949,273.238949
0.339124963,280554210.5,280.5542105
0.327465802,277596593.6,277.5965936
0.207639007,272907860.8,272.9078608
0.326415926,272535214,272.535214
0.356170354,272722842.9,272.7228429
0.252512143,276091471,276.091471
0.286162461,274454229.7,274.4542297
0.385659313,273992379.5,273.9923795
0.243332895,277962673.5,277.9626735
0.486609848,273726071.4,273.7260714
0.289814359,276342466.1,276.3424661
0.252093024,270994621.6,270.9946216
0.415611792,275414580.4,275.4145804
0.016531193,270989984.1,270.9899841
0.086823357,270579023.6,270.5790236
0.214698812,276332464.4,276.3324644
0.268424093,274246782.4,274.2467824
0.121202647,273783000.7,273.7830007
0.484938005,273668975.8,273.6689758
0.195947033,279337433.8,279.3374338
0.338360029,270919692.3,270.9196923
0.171826186,275626602.5,275.6266025
0.278790942,276751105.7,276.7511057
0.422694611,269582958,269.582958
0.334467576,276982432.2,276.9824322
0.141417811,276644474,276.644474
0.426601849,275857511.7,275.8575117
0.32315176,272736763.8,272.7367638
0.290507623,278361784.1,278.3617841
0.238770161,276736716.8,276.7367168
0.369562055,279879165,279.879165
0.325348248,274612861.9,274.6128619
0.19753798,269065974.3,269.0659743
0.272896408,268895856.4,268.8958564
0.122670352,270910168.9,270.9101689
0.121368383,274706877.8,274.7068778
0.359123345,271881481.4,271.8814814
0.281788093,280222024.3,280.2220243
0.367772794,277495764.7,277.4957647
0.477197858,270587426.5,270.5874265
0.358360328,271657720.4,271.6577204
0.306733068,276248599.3,276.2485993
0.39358397,272405225.4,272.4052254
0.233585715,270431828.8,270.4318288
0.301046643,272868179.7,272.8681797
0.308630606,272209416.6,272.2094166
0.287784452,273260307.6,273.2603076
0.076165842,274592173.5,274.5921735
0.220555083,280457043,280.457043
0.206639711,275047867.4,275.0478674
0.18782846,272053037,272.053037
0.339932172,276047130.1,276.0471301
0.359962157,278795015.9,278.7950159
0.360606741,275472760.7,275.4727607
0.349552393,275106287.6,275.1062876
0.437901831,277893592.6,277.8935926
0.334159529,274307043.8,274.3070438
0.308806117,274016072.7,274.0160727
0.447264909,272036284.1,272.0362841
0.187944581,274666506.8,274.6665068
0.185649459,268540667.8,268.5406678
0.243184911,275801848.3,275.8018483
0.538162154,274070079.9,274.0700799
0.379772257,272419103,272.419103
0.344187525,274458418.4,274.4584184
0.383453851,268742528.3,268.7425283
0.034140466,277123735.9,277.1237359
0.197791214,277395166.5,277.3951665
0.276095023,276887498.7,276.8874987
0.290562373,274594256,274.594256
0.160918126,269313783.4,269.3137834
0.320910878,276779553,276.779553
0.255239754,272678233,272.678233
0.100936983,270898699,270.898699
0.331301198,274909430.3,274.9094303
0.372344355,272964049.3,272.9640493
0.373444811,275353718.7,275.3537187
0.213469491,272966542.7,272.9665427
0.297727351,277252941.4,277.2529414
0.279505507,273086134.5,273.0861345
0.454788651,274557419.2,274.5574192
0.380469071,273597955.9,273.5979559
0.459704479,275576639.6,275.5766396
0.307622832,274836437.7,274.8364377
0.295929397,276511635.8,276.5116358
0.465894994,273242005.9,273.2420059
0.359748412,272639396.2,272.6393962
0.303259283,274177227.3,274.1772273
0.31218984,275144505.9,275.1445059
0.387236347,278569737,278.569737
0.07218522,275901342.2,275.9013422
0.193337531,272438503.5,272.4385035
0.388951092,271795064,271.795064
0.333034396,276262118.6,276.2621186
0.131320817,272852335.5,272.8523355
0.334971955,270577922.2,270.5779222
0.259467211,273187466.7,273.1874667
0.230960373,272380006.4,272.3800064
0.296985989,275292894.8,275.2928948
