tir,vpn,vpn_ajuste
0.382694255,273291834.1,273.2918341
0.210566401,275266382.3,275.2663823
0.306867212,277212588.5,277.2125885
0.340346165,276766898.3,276.7668983
0.193472111,276641292.4,276.6412924
0.252615611,275141633.1,275.1416331
0.632599339,271275862.1,271.2758621
0.247986902,274194475.8,274.1944758
0.393872251,274644943.4,274.6449434
0.304192242,278447574.2,278.4475742
0.213375598,279745585.9,279.7455859
0.370689016,277032104.8,277.0321048
0.222837158,270499507,270.499507
0.418245568,275572522.7,275.5725227
0.327546632,275016980.7,275.0169807
0.163250571,273444172.8,273.4441728
0.334888046,278151456.9,278.1514569
0.39936297,276898165.4,276.8981654
0.196849598,273073766.2,273.0737662
0.321954302,271632694.7,271.6326947
0.171945027,281029540.9,281.0295409
0.306975895,277327905.7,277.3279057
0.414801358,277616172.3,277.6161723
0.367069328,277132252.7,277.1322527
0.435091589,271884894,271.884894
0.228384855,276827773.7,276.8277737
0.276569902,274445600.2,274.4456002
0.289050199,273365242.4,273.3652424
0.264092652,273942853.6,273.9428536
0.413875439,272628689.5,272.6286895
0.392171458,275842263.7,275.8422637
0.339409641,271823646.9,271.8236469
0.499329246,273097540.2,273.0975402
0.279946836,275803584.4,275.8035844
0.229868884,275211495,275.211495
0.375342479,272450293.4,272.4502934
0.416135673,269232138.6,269.2321386
0.293370233,272807749.6,272.8077496
0.216524635,274411688.7,274.4116887
0.076004745,274460086.2,274.4600862
0.186485436,275911635.9,275.9116359
0.43847051,273235527.7,273.2355277
0.333330054,268805350.4,268.8053504
0.14115424,271246905.1,271.2469051
0.344093626,269906286.4,269.9062864
0.263896138,275252469.7,275.2524697
0.365164532,279496483,279.496483
0.121193528,275083071,275.083071
0.400785113,275177804.2,275.1778042
0.224998112,272775482.5,272.7754825
-0.015168814,274101297.8,274.1012978
0.289697224,274364240.2,274.3642402
0.409073067,277542367.4,277.5423674
0.255719695,270863469.2,270.8634692
0.104067223,277244400,277.2444
0.241608935,273315928.5,273.3159285
0.375652003,274053145.5,274.0531455
0.228624784,271077536.7,271.0775367
0.12746907,270790667.8,270.7906678
0.237444803,271950712,271.950712
0.301818979,278561609.5,278.5616095
0.310095659,275669857.8,275.6698578
0.194112452,270984272.6,270.9842726
0.479808985,273601429.9,273.6014299
0.37659863,273613935.8,273.6139358
0.369795912,272178614,272.178614
